,货物名称,三级分类,二级分类,一级分类
536,钢管,线材,钢铁制品,钢铁
537,HRB400螺纹25,线材,钢铁制品,钢铁
538,螺纹钢25,线材,钢铁制品,钢铁
539,螺纹钢20,线材,钢铁制品,钢铁
540,三级螺纹钢10盘螺,线材,钢铁制品,钢铁
541,25三级抗震螺纹钢,线材,钢铁制品,钢铁
542,20三级螺纹钢,线材,钢铁制品,钢铁
543,14三级螺纹钢,线材,钢铁制品,钢铁
544,14三级抗震螺纹钢,线材,钢铁制品,钢铁
545,螺纹钢32HRB400,线材,钢铁制品,钢铁
546,四级抗震螺纹钢18,线材,钢铁制品,钢铁
547,四级抗震螺纹钢20,线材,钢铁制品,钢铁
548,四级抗震螺纹钢25,线材,钢铁制品,钢铁
549,三级螺纹钢25,线材,钢铁制品,钢铁
550,三级螺纹钢18,线材,钢铁制品,钢铁
551,三级抗震螺纹钢12,线材,钢铁制品,钢铁
552,三级抗震螺纹钢18,线材,钢铁制品,钢铁
553,三级抗震螺纹钢20,线材,钢铁制品,钢铁
554,三级抗震螺纹钢22,线材,钢铁制品,钢铁
555,三级抗震螺纹钢25,线材,钢铁制品,钢铁
556,钢板中板,线材,钢铁制品,钢铁
557,18螺纹,线材,钢铁制品,钢铁
558,25螺纹,线材,钢铁制品,钢铁
559,20螺纹,线材,钢铁制品,钢铁
560,22螺纹,线材,钢铁制品,钢铁
561,螺纹钢12,线材,钢铁制品,钢铁
562,螺纹钢14,线材,钢铁制品,钢铁
563,螺纹钢16,线材,钢铁制品,钢铁
564,16螺纹,线材,钢铁制品,钢铁
565,螺纹钢32,线材,钢铁制品,钢铁
566,螺纹钢28,线材,钢铁制品,钢铁
567,卷材,线材,钢铁制品,钢铁
568,三级螺纹钢20,线材,钢铁制品,钢铁
569,三级螺纹钢14,线材,钢铁制品,钢铁
570,日用百货,其它日用品,日用工业品,轻工、医药产品
571,惠美家肉香料酒,其它未列名饮食及调味食品,饮食品,轻工、医药产品
572,螺纹12,线材,钢铁制品,钢铁
573,螺纹14,线材,钢铁制品,钢铁
574,螺纹16,线材,钢铁制品,钢铁
575,螺纹10,线材,钢铁制品,钢铁
576,螺纹20,线材,钢铁制品,钢铁
577,无缝钢32,线材,钢铁制品,钢铁
578,无缝钢273,线材,钢铁制品,钢铁
579,牛奶,乳制品，蜂蜜、王浆、粉,饮食品,轻工、医药产品
580,酒,线材,钢铁制品,钢铁
581,铜锭,线材,钢铁制品,钢铁
582,螺纹钢122,线材,钢铁制品,钢铁
583,60克轻型胶版纸,线材,钢铁制品,钢铁
584,68克胶原版印刷纸,线材,钢铁制品,钢铁
585,55克期刊杂志纸,线材,钢铁制品,钢铁
586,热轧卷,线材,钢铁制品,钢铁
587,卷筒纸,线材,钢铁制品,钢铁
588,天赐缘酒水,酒（白酒、啤酒、果酒类）,饮食品,轻工、医药产品
589,卷纸,线材,钢铁制品,钢铁
590,纸浆,线材,钢铁制品,钢铁
591,无缝钢管,线材,钢铁制品,钢铁
592,150钢板桩,线材,钢铁制品,钢铁
593,成品卷筒纸,线材,钢铁制品,钢铁
594,70克轻型胶版纸,线材,钢铁制品,钢铁
595,65克轻型胶版纸765,线材,钢铁制品,钢铁
596,55克轻型胶版纸765,线材,钢铁制品,钢铁
597,55克胶印书刊纸,线材,钢铁制品,钢铁
598,78克轻型胶版纸,线材,钢铁制品,钢铁
599,55克轻型胶版纸,线材,钢铁制品,钢铁
600,68克轻型胶版纸,线材,钢铁制品,钢铁
601,67克离型原纸深黄,线材,钢铁制品,钢铁
602,60克胶印书刊纸,线材,钢铁制品,钢铁
603,核电钢板,线材,钢铁制品,钢铁
604,钢立柱,线材,钢铁制品,钢铁
605,53克胶印书刊纸,线材,钢铁制品,钢铁
606,80克轻型胶版纸,线材,钢铁制品,钢铁
607,65克轻型胶版纸,线材,钢铁制品,钢铁
608,65克离型原纸深黄,线材,钢铁制品,钢铁
609,70克离型原纸深黄,线材,钢铁制品,钢铁
610,球扁钢角钢L型钢船用型材,线材,钢铁制品,钢铁
611,60克热敏原纸,线材,钢铁制品,钢铁
612,68克离型原纸1300,线材,钢铁制品,钢铁
613,电箱,电子、光、磁、超声波装置的元器件、零件、附件,电子、电讯设备及器材,机械设备、电器
614,67克离型原纸1028深黄,线材,钢铁制品,钢铁
615,118克相册原纸,线材,钢铁制品,钢铁
616,98克相册原纸,线材,钢铁制品,钢铁
617,发动机,线材,钢铁制品,钢铁
618,67克轻型胶版纸,线材,钢铁制品,钢铁
619,连铸圆坯,线材,钢铁制品,钢铁
620,50克胶印书刊纸,线材,钢铁制品,钢铁
621,洗衣机,家用电器,电力设备、电器机械及器材,机械设备、电器
622,58克轻型胶版纸,线材,钢铁制品,钢铁
623,57克轻型胶版纸,线材,钢铁制品,钢铁
624,73克离型原纸,线材,钢铁制品,钢铁
625,70克离型原纸,线材,钢铁制品,钢铁
626,68克离型原纸,线材,钢铁制品,钢铁
627,70克离型原纸浅黄,线材,钢铁制品,钢铁
628,75克离型原纸,线材,钢铁制品,钢铁
629,油剂,线材,钢铁制品,钢铁
630,小叶浆,线材,钢铁制品,钢铁
631,100克染色原纸,线材,钢铁制品,钢铁
632,罐子,线材,钢铁制品,钢铁
633,118克轻型胶版纸,线材,钢铁制品,钢铁
634,41克离型原纸,线材,钢铁制品,钢铁
635,电气柜,线材,钢铁制品,钢铁
636,钢板桩,线材,钢铁制品,钢铁
637,小叶,线材,钢铁制品,钢铁
638,三级抗震螺纹钢,线材,钢铁制品,钢铁
639,双胶纸,线材,钢铁制品,钢铁
640,轻型纸,线材,钢铁制品,钢铁
641,更衣柜 20*20*20  7,家具、坐具,日用工业品,轻工、医药产品
642,螺纹20*20*20  8,家具、坐具,日用工业品,轻工、医药产品
643,螺纹20*20*20  9,家具、坐具,日用工业品,轻工、医药产品
644,钢管20*20*20  10,家具、坐具,日用工业品,轻工、医药产品
645,钢管20*20*20  11,家具、坐具,日用工业品,轻工、医药产品
646,三级螺纹钢10,线材,钢铁制品,钢铁
647,短纤,线材,钢铁制品,钢铁
648,静电纸,线材,钢铁制品,钢铁
649,果糖,糖（固体、浆）,饮食品,轻工、医药产品
650,镀锌带钢,线材,钢铁制品,钢铁
651,镀锌角钢,线材,钢铁制品,钢铁
652,葡糖糖,线材,钢铁制品,钢铁
653,钢带,线材,钢铁制品,钢铁
654,42克离型原纸,线材,钢铁制品,钢铁
655,钢筋,线材,钢铁制品,钢铁
656,100克离型原纸,线材,钢铁制品,钢铁
657,58克胶印书刊纸,线材,钢铁制品,钢铁
658,50克离型原纸,线材,钢铁制品,钢铁
659,减震器,通用设备,普通工业机械及设备,机械设备、电器
660,黑角钢,线材,钢铁制品,钢铁
661,空罐子,其它日用品,日用工业品,轻工、医药产品
662,牛仔布,皮毛制品,针织、纺织、皮毛及制品,轻工、医药产品
663,镀锌板,板材,钢 材、合金钢材,钢铁
664,糖化酶,糖（固体、浆）,饮食品,轻工、医药产品
665,50KG包装盐,线材,钢铁制品,钢铁
666,彩钢板,线材,钢铁制品,钢铁
667,机油,线材,钢铁制品,钢铁
668,润滑油,线材,钢铁制品,钢铁
669,洗衣液,其它日用品,日用工业品,轻工、医药产品
670,热镀管加螺旋管,线材,钢铁制品,钢铁
671,管件,线材,钢铁制品,钢铁
672,方矩管热镀方矩管,线材,钢铁制品,钢铁
673,打印机,电子计算机及外部设备,电子、电讯设备及器材,机械设备、电器
674,发方矩管,线材,钢铁制品,钢铁
675,板材水陆联运,线材,钢铁制品,钢铁
676,热镀方管,线材,钢铁制品,钢铁
677,液氮油,线材,钢铁制品,钢铁
678,柜台,家具、坐具,日用工业品,轻工、医药产品
679,岩棉,布匹（机织、绒织、网织物、纱罗）,针织、纺织、皮毛及制品,轻工、医药产品
680,面包机,其它日用品,日用工业品,轻工、医药产品
681,钛钽矿,线材,钢铁制品,钢铁
682,方矩管直发江宁,线材,钢铁制品,钢铁
683,方矩管直发谷里,线材,钢铁制品,钢铁
684,镀锌角槽,线材,钢铁制品,钢铁
685,石材,线材,钢铁制品,钢铁
686,集装箱,线材,钢铁制品,钢铁
687,榨菜,线材,钢铁制品,钢铁
688,镀锌焊管,线材,钢铁制品,钢铁
689,热镀管焊管钢塑管,线材,钢铁制品,钢铁
690,冷轧,线材,钢铁制品,钢铁
691,热镀方管黑方管,线材,钢铁制品,钢铁
692,热镀方矩管方矩管,线材,钢铁制品,钢铁
693,污水处理器,线材,钢铁制品,钢铁
694,罐头新货场四条到天鹏,线材,钢铁制品,钢铁
695,壁挂炉,线材,钢铁制品,钢铁
696,光缆,线材,钢铁制品,钢铁
697,开关,电子、光、磁、超声波装置的元器件、零件、附件,电子、电讯设备及器材,机械设备、电器
698,食品添加剂,线材,钢铁制品,钢铁
699,如意双胶纸,线材,钢铁制品,钢铁
700,米黄双胶纸,线材,钢铁制品,钢铁
701,皓月双胶纸,线材,钢铁制品,钢铁
702,静电复印原纸,线材,钢铁制品,钢铁
703,如意静电复印原纸,线材,钢铁制品,钢铁
704,瑞雪静电复印纸,线材,钢铁制品,钢铁
705,瑞雪静电复印原纸,线材,钢铁制品,钢铁
706,20万吨双胶纸,线材,钢铁制品,钢铁
707,如意米黄双胶纸,线材,钢铁制品,钢铁
708,胶版纸,线材,钢铁制品,钢铁
709,华章轻型纸,线材,钢铁制品,钢铁
710,如意静电复印纸,线材,钢铁制品,钢铁
711,热镀加工件,线材,钢铁制品,钢铁
712,双胶纸皓月,线材,钢铁制品,钢铁
713,油知,线材,钢铁制品,钢铁
714,市场流通板船运,线材,钢铁制品,钢铁
715,二氧化碳压缩机,线材,钢铁制品,钢铁
716,橡胶助剂,线材,钢铁制品,钢铁
717,热镀管方矩管,线材,钢铁制品,钢铁
718,热镀管螺旋管,线材,钢铁制品,钢铁
719,70克皓月双胶纸,线材,钢铁制品,钢铁
720,80克皓月双胶纸,线材,钢铁制品,钢铁
721,60克如意双胶纸,线材,钢铁制品,钢铁
722,58克如意双胶纸,线材,钢铁制品,钢铁
723,68克如意双胶纸,线材,钢铁制品,钢铁
724,热镀管螺旋,线材,钢铁制品,钢铁
725,瑞雪静电纸,线材,钢铁制品,钢铁
726,热镀园管,线材,钢铁制品,钢铁
727,焊热镀,线材,钢铁制品,钢铁
728,瑞雪复印纸,线材,钢铁制品,钢铁
729,日用品,线材,钢铁制品,钢铁
730,盘螺螺纹钢,线材,钢铁制品,钢铁
731,教辅轻型纸,线材,钢铁制品,钢铁
732,豆粕,杂豆,杂粮,粮食
733,饼干,其它未列名饮食及调味食品,饮食品,轻工、医药产品
734,材料,线材,钢铁制品,钢铁
735,热镀立柱小件,线材,钢铁制品,钢铁
736,护栏材料热镀立柱,线材,钢铁制品,钢铁
737,焊管热镀管发定西,线材,钢铁制品,钢铁
738,热镀制品方管,线材,钢铁制品,钢铁
739,热镀制品,线材,钢铁制品,钢铁
740,热镀管德清,线材,钢铁制品,钢铁
741,螺旋管热镀管,线材,钢铁制品,钢铁
742,微波炉PC160830000039,线材,钢铁制品,钢铁
743,PC160831000081微波炉,线材,钢铁制品,钢铁
744,钢板水陆联运车板交货,线材,钢铁制品,钢铁
745,热镀立柱,线材,钢铁制品,钢铁
746,PC160908000053微波炉,线材,钢铁制品,钢铁
747,PC160908000036微波炉,线材,钢铁制品,钢铁
748,PC160908000078微波炉,线材,钢铁制品,钢铁
749,PC160830000039微波炉,线材,钢铁制品,钢铁
750,PC160908000066卷纸,线材,钢铁制品,钢铁
751,热镀方矩管热镀管,线材,钢铁制品,钢铁
752,热镀管热镀方矩管,线材,钢铁制品,钢铁
753,方矩热镀管,线材,钢铁制品,钢铁
754,方矩热镀管热镀管,线材,钢铁制品,钢铁
755,PC160909000059卷纸,线材,钢铁制品,钢铁
756,PC160910000046微波炉,线材,钢铁制品,钢铁
757,PC160911000023卷纸,线材,钢铁制品,钢铁
758,PC160911000014卷纸,线材,钢铁制品,钢铁
759,PC160912000062卷纸,线材,钢铁制品,钢铁
760,热镀管吴江,线材,钢铁制品,钢铁
761,PC160913000042微波炉,线材,钢铁制品,钢铁
762,PC160913000039微波炉,线材,钢铁制品,钢铁
763,热镀方矩管松江区,线材,钢铁制品,钢铁
764,PC160913000086卷纸,线材,钢铁制品,钢铁
765,PC160913000085卷纸,线材,钢铁制品,钢铁
766,PC160913000084卷纸,线材,钢铁制品,钢铁
767,PC160914000016微波炉,线材,钢铁制品,钢铁
768,热镀方矩,线材,钢铁制品,钢铁
769,PC160914000033卷纸,线材,钢铁制品,钢铁
770,PC160914000015洗衣机,线材,钢铁制品,钢铁
771,PC160915000014微波炉,线材,钢铁制品,钢铁
772,方矩热镀官,线材,钢铁制品,钢铁
773,热镀方矩管必须盖雨布,线材,钢铁制品,钢铁
774,PC160916000005卷纸,线材,钢铁制品,钢铁
775,PC160916000004卷纸,线材,钢铁制品,钢铁
776,PC160916000016微波炉,线材,钢铁制品,钢铁
777,PC160917000008卷纸,线材,钢铁制品,钢铁
778,PC160916000017微波炉,线材,钢铁制品,钢铁
779,PC160917000133微波炉,线材,钢铁制品,钢铁
780,18670562933新闻纸,线材,钢铁制品,钢铁
781,PC160917000086新闻纸,线材,钢铁制品,钢铁
782,PC160918000031卷纸,线材,钢铁制品,钢铁
783,热镀管宝山,线材,钢铁制品,钢铁
784,热镀管松江,线材,钢铁制品,钢铁
785,PC160919000057新闻纸,线材,钢铁制品,钢铁
786,零件,线材,钢铁制品,钢铁
787,焊管热镀管发聊城,线材,钢铁制品,钢铁
788,热镀管松江区,线材,钢铁制品,钢铁
789,PC160919000066卷纸,线材,钢铁制品,钢铁
790,热镀管淮北濉溪,线材,钢铁制品,钢铁
791,热镀管嘉定区,线材,钢铁制品,钢铁
792,热镀管渭南,线材,钢铁制品,钢铁
793,热镀管廉江市良垌镇,线材,钢铁制品,钢铁
794,热镀管杭州,线材,钢铁制品,钢铁
795,热镀方矩管宝山区,线材,钢铁制品,钢铁
796,热镀管阜阳,线材,钢铁制品,钢铁
797,热镀管阜阳太和,线材,钢铁制品,钢铁
798,热镀管淮北,线材,钢铁制品,钢铁
799,PC160921000020微波炉,线材,钢铁制品,钢铁
800,热镀管奉贤,线材,钢铁制品,钢铁
801,310吨复合钢板船运水陆联运,线材,钢铁制品,钢铁
802,热镀方矩管宝山,线材,钢铁制品,钢铁
803,PC160921000056卷纸,线材,钢铁制品,钢铁
804,热镀方矩管松江,线材,钢铁制品,钢铁
805,热镀方矩管嘉定,线材,钢铁制品,钢铁
806,热镀方矩管奉贤区,线材,钢铁制品,钢铁
807,热镀管奉贤区,线材,钢铁制品,钢铁
808,热镀管浦东,线材,钢铁制品,钢铁
809,热镀管芜湖,线材,钢铁制品,钢铁
810,路灯,线材,钢铁制品,钢铁
811,PC160922000043微波炉,线材,钢铁制品,钢铁
812,310吨复合钢板,线材,钢铁制品,钢铁
813,油箱,线材,钢铁制品,钢铁
814,热镀方矩管订货,线材,钢铁制品,钢铁
815,PC160923000028卷纸,线材,钢铁制品,钢铁
816,PC160923000090微波炉,线材,钢铁制品,钢铁
817,热镀方矩管浦东区,线材,钢铁制品,钢铁
818,热镀管常州,线材,钢铁制品,钢铁
819,热镀管河南康华,线材,钢铁制品,钢铁
820,上海丽瑜热镀方矩管,线材,钢铁制品,钢铁
821,PC160923000030卷纸,线材,钢铁制品,钢铁
822,热镀管苏州许氏,线材,钢铁制品,钢铁
823,杭州热镀方矩管,线材,钢铁制品,钢铁
824,热镀管扬州文轩,线材,钢铁制品,钢铁
825,热镀管苏州工业园,线材,钢铁制品,钢铁
826,热镀管两磅合肥,线材,钢铁制品,钢铁
827,热镀管苏州,线材,钢铁制品,钢铁
828,热镀管苏州盛益,线材,钢铁制品,钢铁
829,PC160924000058卷纸,线材,钢铁制品,钢铁
830,PC160924000056微波炉,线材,钢铁制品,钢铁
831,PC160926000108卷纸,线材,钢铁制品,钢铁
832,52克离型原纸,线材,钢铁制品,钢铁
833,湖南省恒俊热镀方矩管,线材,钢铁制品,钢铁
834,湖南文思昌热镀方矩管,线材,钢铁制品,钢铁
835,青岛北方热镀管,线材,钢铁制品,钢铁
836,糖果,糖果、蜜饯、果脯,饮食品,轻工、医药产品
837,PC160927000083微波炉,线材,钢铁制品,钢铁
838,PC160928000064微波炉,线材,钢铁制品,钢铁
839,PC160928000086卷纸,线材,钢铁制品,钢铁
840,PC160929000116微波炉,线材,钢铁制品,钢铁
841,热镀方矩管泰安鹏德,线材,钢铁制品,钢铁
842,PC160929000098卷纸,线材,钢铁制品,钢铁
843,太原恒帅热镀管,线材,钢铁制品,钢铁
844,泰安东盛恒天热镀管,线材,钢铁制品,钢铁
845,镀锌方管带钢,线材,钢铁制品,钢铁
846,热镀管杭州万盛,线材,钢铁制品,钢铁
847,PC160930000113微波炉,线材,钢铁制品,钢铁
848,PC161001000036微波炉,线材,钢铁制品,钢铁
849,太原亨旺热镀螺旋,线材,钢铁制品,钢铁
850,热镀管泰安,线材,钢铁制品,钢铁
851,PC161002000001卷纸,线材,钢铁制品,钢铁
852,PC161004000041微波炉,线材,钢铁制品,钢铁
853,PC161003000002微波炉,线材,钢铁制品,钢铁
854,PC161003000003微波炉,线材,钢铁制品,钢铁
855,PC161004000056微波炉,线材,钢铁制品,钢铁
856,PC161003000054微波炉,线材,钢铁制品,钢铁
857,PC161003000041微波炉,线材,钢铁制品,钢铁
858,PC161004000054卷纸,线材,钢铁制品,钢铁
859,80克轻型胶版纸710,线材,钢铁制品,钢铁
860,热镀管聊城,线材,钢铁制品,钢铁
861,PC161005000038卷纸,线材,钢铁制品,钢铁
862,PC161005000041卷纸,线材,钢铁制品,钢铁
863,PC161005000023微波炉,线材,钢铁制品,钢铁
864,PC161006000015卷纸,线材,钢铁制品,钢铁
865,焊管热镀管,管材及附件,钢 材、合金钢材,钢铁
866,方矩管,管材及附件,钢 材、合金钢材,钢铁
867,65克胶印书刊纸770,线材,钢铁制品,钢铁
868,PC161007000006卷纸,线材,钢铁制品,钢铁
869,PC161007000008卷纸,线材,钢铁制品,钢铁
870,PC161008000015微波炉,线材,钢铁制品,钢铁
871,55克胶印书刊纸787,线材,钢铁制品,钢铁
872,PC161008000019卷纸,线材,钢铁制品,钢铁
873,PC161008000018卷纸,线材,钢铁制品,钢铁
874,热镀方矩管长沙,线材,钢铁制品,钢铁
875,PC161008000045微波炉,线材,钢铁制品,钢铁
876,70克轻型胶版纸787,线材,钢铁制品,钢铁
877,70克制轻量涂布纸,线材,钢铁制品,钢铁
878,55克胶印书刊纸730,线材,钢铁制品,钢铁
879,螺旋加热镀,线材,钢铁制品,钢铁
880,热镀加黑方,线材,钢铁制品,钢铁
881,78克轻型胶版纸889,线材,钢铁制品,钢铁
882,55克胶印书刊纸760,线材,钢铁制品,钢铁
883,上海振通热镀管松江区,线材,钢铁制品,钢铁
884,55克期刊杂志纸770,线材,钢铁制品,钢铁
885,55胶印书刊纸,线材,钢铁制品,钢铁
886,41克离型原纸1720,线材,钢铁制品,钢铁
887,上海姜荣方管发浦东,线材,钢铁制品,钢铁
888,蓝标胶版纸,线材,钢铁制品,钢铁
889,PC161009000043卷纸,线材,钢铁制品,钢铁
890,PC161009000044卷纸,线材,钢铁制品,钢铁
891,60克轻型胶版纸787,线材,钢铁制品,钢铁
892,太原恒帅热镀,线材,钢铁制品,钢铁
893,常州承乾热镀,线材,钢铁制品,钢铁
894,聊城鑫辰热镀,线材,钢铁制品,钢铁
895,PC161010000008卷纸,线材,钢铁制品,钢铁
896,PC161010000009卷纸,线材,钢铁制品,钢铁
897,热镀管滁州,线材,钢铁制品,钢铁
898,纱布,纱、线、丝、纤维（非复合材料）,针织、纺织、皮毛及制品,轻工、医药产品
899,55克胶印书刊纸660,线材,钢铁制品,钢铁
900,镀热镀管,线材,钢铁制品,钢铁
901,PC161011000082微波炉,线材,钢铁制品,钢铁
902,PC161010000011卷纸,线材,钢铁制品,钢铁
903,PC161011000008卷纸,线材,钢铁制品,钢铁
